application_id,application_channel,product_applied,requested_limit,city_tier,state,residence_type,residence_stability,existing_bank_rel,num_existing_products,preferred_lang,employer_category,employment_type,years_in_current_job,total_work_exp_years,gross_annual_income,net_monthly_income,income_proof_type,income_verified_flag,salary_account_flag,avg_monthly_credit,income_stability_score,employer_stability_score,bureau_score,bureau_score_vintage,num_active_loans,num_active_cards,num_closed_loans,total_active_balance,total_credit_limit_bureau,bureau_utilization,credit_age_oldest,credit_age_newest,credit_age_avg,num_inquiries_1m,num_inquiries_3m,num_inquiries_6m,dpd_30_ever,dpd_60_ever,dpd_90_ever,written_off_ever,settled_ever,num_delinquent_now,home_loan_flag,home_loan_emi,personal_loan_flag,personal_loan_emi,auto_loan_flag,auto_loan_emi,total_existing_emi,foir,num_credit_cards_existing,total_card_limit_existing,banking_vintage_months,avg_monthly_balance,min_monthly_balance,balance_stability,fixed_deposit_flag,fd_amount,investment_flag,premium_banking_flag,internal_app_score,bureau_score_segment,debt_to_income_ratio,repayment_capacity,leverage_ratio,credit_to_income,payment_track_score,relationship_score,fraud_risk_score,policy_override_flag,approved,credit_limit_assigned
313993,Pre-approved,Gold,50000,Tier1,GJ,Rented,101,1,1,Hindi,Large-Private,Salaried,1.2,5.3,2014515,128826,Form16,1,1,118811,67.7,62.5,480,49,0,3,9,4259301,773029,1.5,51,24,37,3,5,6,0,0,0,0,0,1,1,68139,0,0,0,0,68139,0.529,4,359041,37,254761,117900,0.692,0,0,1,0,877.8,Very Poor,2.114,0.471,2.114,0.384,0.778,0.538,7.6,1,1,60000
313994,DSA,Gold,75000,Tier2,DL,Family-owned,118,1,1,Hindi,Large-Private,Professional,3.2,3.6,1328085,74777,Form16,0,0,27395,89.3,69.0,586,25,7,4,1,1729408,1571799,1.1,194,21,107,3,7,9,0,0,0,0,0,2,0,0,0,0,1,14025,14025,0.188,4,102818,72,43307,29600,0.916,0,0,0,0,704.5,Poor,1.302,0.812,1.302,1.184,0.917,0.893,18.3,0,0,0
313995,Pre-approved,Classic,25000,Tier1,TN,Owned,106,0,0,Hindi,Self-Employed,Salaried,5.0,6.3,1070026,59355,Form16,1,1,61866,68.3,38.3,350,20,5,4,0,2609649,1200024,1.5,226,20,123,0,2,3,1,0,0,0,0,2,1,51773,0,0,1,24353,76126,1.283,3,70530,0,0,0,0.0,0,0,0,0,956.2,Very Poor,2.439,0.0,2.439,1.121,0.296,0.274,0.4,0,0,0
313996,Pre-approved,Gold,75000,Tier1,MH,Owned,108,1,1,English,Self-Employed,Salaried,0.4,2.6999999999999997,4158533,248350,Form16,0,1,233655,71.0,81.9,796,18,4,4,8,1443600,212406,1.5,183,8,95,3,7,8,0,0,0,0,0,0,1,77634,0,0,0,0,77634,0.313,0,0,49,475319,160757,0.589,0,0,0,0,93.7,Excellent,0.347,0.687,0.347,0.051,0.792,0.425,15.5,0,1,75000
313997,DSA,Gold,100000,Tier1,AP,Rented,37,1,3,English,Self-Employed,Self-Employed,5.4,5.9,2599947,158304,Form16,1,0,25203,68.1,84.9,344,40,3,4,1,3479474,99592,1.5,30,4,17,4,8,10,1,1,0,0,0,1,0,0,1,15521,0,0,15521,0.098,4,139343,102,128357,86905,0.873,0,0,0,0,264.9,Very Poor,1.338,0.902,1.338,0.038,0.284,0.622,18.2,1,0,0
313998,Branch,Classic,100000,Tier1,RJ,Owned,57,1,2,Hindi,SME,Salaried,9.0,9.6,2275866,123672,ITR,1,1,113913,77.1,62.5,668,44,7,0,1,1092504,732407,1.492,228,7,117,2,4,7,0,0,0,0,0,2,1,41539,1,18311,0,0,59850,0.484,0,0,110,435657,226151,0.654,0,0,0,0,849.7,Fair,0.48,0.516,0.48,0.322,0.865,0.892,9.4,0,1,290000
313999,Online,Gold,100000,Tier1,KA,Rented,59,1,2,English,Large-Private,Salaried,0.6,1.0,956397,57859,Form16,0,1,60815,72.4,48.7,331,46,0,0,4,2253256,29254,1.5,8,21,14,4,5,5,0,0,0,0,0,1,1,74551,0,0,0,0,74551,1.288,1,386980,95,178376,93497,0.282,1,442811,1,0,474.7,Very Poor,2.356,0.0,2.356,0.031,0.886,0.793,1.1,0,0,0
314000,DSA,Classic,300000,Tier2,UP,Rented,71,0,0,English,Large-Private,Salaried,8.7,8.799999999999999,2173107,144729,Bank-Statement,1,1,134808,57.2,19.9,550,32,7,1,0,1206066,868818,1.388,221,11,116,4,5,6,1,0,0,0,0,0,0,0,0,0,1,19211,19211,0.133,0,0,0,0,0,0.0,0,0,0,1,772.9,Very Poor,0.555,0.867,0.555,0.4,0.849,0.349,26.3,0,1,10000
314001,Pre-approved,Classic,75000,Tier1,UP,Owned,43,1,2,English,Large-Private,Business-Owner,3.6,6.0,4528517,254613,CA-Certificate,1,1,278456,84.2,78.9,699,32,0,1,2,1995976,1500874,1.33,23,22,22,4,6,7,1,1,0,0,0,1,0,0,1,3598,1,18036,21634,0.085,1,378587,116,476865,155647,0.753,1,715404,1,0,746.0,Fair,0.441,0.915,0.441,0.331,0.084,0.933,3.1,0,1,235000
314002,Branch,Gold,25000,Tier1,DL,Family-owned,4,0,0,English,Large-Private,Salaried,1.7,3.0,4064650,258029,Form16,1,1,267832,64.1,89.9,323,11,3,3,6,4877116,107568,1.5,40,22,31,4,5,5,0,0,0,0,0,1,1,19457,1,2867,0,0,22324,0.087,4,498778,0,0,0,0.0,0,0,1,0,357.0,Very Poor,1.2,0.913,1.2,0.026,0.742,0.213,2.2,1,0,0
314003,DSA,Gold,200000,Tier1,AP,Rented,117,0,0,Hindi,Large-Private,Salaried,0.4,0.5,151239,8737,ITR,1,1,9572,42.0,60.1,340,24,2,4,8,4450508,458910,1.5,164,26,95,3,3,6,0,0,0,0,0,0,0,0,1,3424,0,0,3424,0.392,4,148979,0,0,0,0.0,1,899121,0,1,639.4,Very Poor,5.0,0.608,10.0,3.034,0.752,0.495,22.6,0,1,15000
314004,Pre-approved,Classic,300000,Tier3,KA,Family-owned,47,1,3,Hindi,Large-Private,Business-Owner,3.3,6.699999999999999,1679888,107824,ITR,1,1,105784,47.0,19.4,395,53,2,1,0,4160168,755084,1.5,27,19,23,2,6,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,4,409069,53,450273,157317,0.654,1,132554,0,0,734.7,Very Poor,2.476,1.0,2.476,0.449,0.42,0.865,7.7,0,1,190000
314005,DSA,Classic,500000,Tier1,MH,Owned,1,1,2,English,Self-Employed,Self-Employed,2.6,3.3,2895512,174257,None,1,1,158270,74.6,26.6,762,10,5,1,4,3740846,1266851,1.5,203,21,112,4,6,10,0,0,0,0,0,2,1,29409,0,0,0,0,29409,0.169,0,0,11,122400,45688,0.635,1,951992,0,1,623.2,Good,1.292,0.831,1.292,0.438,0.73,0.717,12.2,0,0,0
314006,Online,Platinum,50000,Tier3,DL,Owned,8,0,0,Hindi,Self-Employed,Salaried,4.6,5.3999999999999995,4375782,276586,ITR,1,0,27407,54.9,77.1,501,21,1,2,1,3807286,1197740,1.5,57,31,44,2,3,4,1,0,0,0,0,2,1,6945,1,21200,0,0,28145,0.102,4,401619,0,0,0,0.0,1,659643,0,0,863.5,Very Poor,0.87,0.898,0.87,0.274,0.264,0.426,8.0,1,0,0
314007,Online,Gold,100000,Tier3,MH,Company-provided,114,1,2,English,Large-Private,Salaried,3.2,4.800000000000001,4870851,308716,ITR,1,1,283982,72.2,82.4,790,14,3,3,8,4498606,91778,1.5,86,6,46,4,5,7,1,0,0,0,0,1,1,63122,0,0,1,23547,86669,0.281,1,264248,64,2867,1007,0.841,0,0,0,0,762.7,Excellent,0.924,0.719,0.924,0.019,0.221,0.344,7.7,0,1,335000
314008,Online,Platinum,75000,Tier1,AP,Company-provided,97,0,0,Hindi,PSU,Self-Employed,0.9,3.3,3432186,203724,None,1,1,207430,81.9,61.1,337,53,0,2,9,2687051,1738846,1.5,232,2,117,1,3,4,0,0,0,0,0,2,0,0,1,2047,0,0,2047,0.01,2,410264,0,0,0,0.0,1,568035,1,0,603.4,Very Poor,0.783,0.99,0.783,0.507,0.508,0.358,2.0,0,0,0
314009,Online,Classic,200000,Tier2,RJ,Rented,62,0,0,English,Govt,Business-Owner,2.2,3.4000000000000004,3722028,244266,ITR,0,1,256003,74.4,74.7,363,17,6,1,9,4585136,603211,1.5,176,6,91,1,2,4,1,0,0,0,0,2,1,34335,0,0,0,0,34335,0.141,1,157590,0,0,0,0.0,0,0,0,0,482.9,Very Poor,1.232,0.859,1.232,0.162,0.11,0.168,22.0,0,0,0
314010,Pre-approved,Platinum,50000,Tier3,AP,Company-provided,74,0,0,English,Govt,Salaried,0.5,1.2,4664741,303193,Form16,1,1,297069,88.9,45.3,719,29,1,2,9,3902791,983322,1.5,231,14,122,3,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,4,338062,0,0,0,0.0,1,396047,0,1,757.6,Fair,0.837,1.0,0.837,0.211,0.839,0.224,0.3,0,0,0
314011,DSA,Platinum,150000,Tier2,DL,Rented,82,0,0,Hindi,Large-Private,Salaried,1.6,3.2,1927399,110316,CA-Certificate,1,1,118428,85.8,64.2,605,25,4,4,1,4039243,893911,1.5,202,29,115,2,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,4,348777,0,0,0,0.0,0,0,0,0,105.6,Poor,2.096,1.0,2.096,0.464,0.602,0.286,1.6,0,0,0
314012,Pre-approved,Classic,100000,Tier1,AP,Owned,82,1,2,Hindi,PSU,Salaried,0.2,3.0,1415971,83243,ITR,1,0,14299,39.0,71.4,514,19,7,3,6,2589326,1162201,1.5,157,10,83,0,4,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1,118913,104,40151,21423,0.398,0,0,1,0,148.7,Very Poor,1.829,1.0,1.829,0.821,0.698,0.68,19.8,1,1,20000
314013,Online,Gold,500000,Tier1,AP,Family-owned,54,0,0,Hindi,Self-Employed,Self-Employed,1.9,3.3,3024941,194610,Form16,1,0,32259,66.3,71.5,809,59,7,1,7,4415906,1916684,1.5,201,19,110,1,5,5,0,0,0,0,0,1,0,0,1,11634,0,0,11634,0.06,2,492178,0,0,0,0.0,0,0,1,1,776.8,Excellent,1.46,0.94,1.46,0.634,0.597,0.084,0.7,1,0,0
314014,DSA,Gold,150000,Tier1,Others,Rented,96,1,1,English,Self-Employed,Salaried,5.3,7.4,3242516,189289,Form16,1,1,172774,84.6,97.6,809,12,3,1,9,679804,1331306,0.511,126,2,64,3,7,11,0,0,0,0,0,2,0,0,0,0,1,3687,3687,0.019,4,306367,110,300982,118013,0.837,0,0,0,0,342.8,Excellent,0.21,0.981,0.21,0.411,0.619,0.563,4.6,0,1,310000
314015,Branch,Platinum,300000,Tier1,RJ,Rented,12,1,2,Hindi,PSU,Salaried,8.6,9.5,4375879,246103,CA-Certificate,1,1,225038,79.4,39.3,378,23,2,3,2,3759815,1499861,1.5,152,26,89,4,5,6,1,0,0,0,0,0,1,41815,0,0,0,0,41815,0.17,2,73472,117,160630,55839,0.228,0,0,0,0,354.0,Very Poor,0.859,0.83,0.859,0.343,0.062,0.69,39.5,0,0,0
314016,Online,Gold,75000,Tier2,RJ,Family-owned,102,1,2,Hindi,Govt,Business-Owner,3.1,3.5,4760270,284092,Form16,1,1,261474,72.1,69.6,789,53,6,3,9,4428093,365253,1.5,131,11,71,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,4,129627,58,4503,2858,0.579,1,921820,0,0,347.4,Excellent,0.93,1.0,0.93,0.077,0.368,0.537,4.0,0,1,320000
314017,Pre-approved,Signature,300000,Tier2,RJ,Family-owned,77,1,2,Hindi,Large-Private,Business-Owner,5.8,8.6,4799631,277041,None,0,0,12296,65.7,40.6,374,59,3,4,2,2990739,483805,1.5,162,18,90,0,4,5,1,0,0,0,0,2,1,75729,1,12842,1,3569,92140,0.333,1,49567,111,191629,113592,0.451,1,928414,0,0,817.4,Very Poor,0.623,0.667,0.623,0.101,0.313,0.669,14.1,0,0,0
314018,Branch,Platinum,100000,Tier2,UP,Company-provided,2,1,1,Hindi,PSU,Self-Employed,2.5,8.5,4151835,274930,ITR,1,1,287823,83.5,74.3,728,32,7,1,2,2197673,1967603,1.117,18,19,18,0,4,6,0,0,0,0,0,1,0,0,1,16758,0,0,16758,0.061,2,302197,8,421170,175762,0.483,1,171758,1,0,431.2,Good,0.529,0.939,0.529,0.474,0.749,0.772,10.1,0,1,400000
314019,Online,Classic,75000,Tier3,UP,Owned,29,1,4,English,SME,Salaried,7.9,9.200000000000001,3548713,221946,Form16,1,1,230912,86.7,28.4,457,38,5,1,5,3210531,1314959,1.5,177,18,97,4,4,7,0,0,0,0,0,0,0,0,1,21560,1,20537,42097,0.19,3,314906,32,140486,72000,0.712,1,35732,0,0,10.3,Very Poor,0.905,0.81,0.905,0.371,0.819,0.434,3.5,0,1,10000
314020,DSA,Classic,100000,Tier3,UP,Owned,38,1,3,English,Self-Employed,Self-Employed,0.1,2.8000000000000003,1464395,96646,Form16,1,1,94258,89.1,74.6,597,28,6,3,1,932836,1708870,0.546,169,13,91,2,5,6,0,0,0,0,0,2,1,12410,0,0,0,0,12410,0.128,2,62395,81,135405,49971,0.907,0,0,0,0,170.2,Poor,0.637,0.872,0.637,1.167,0.692,0.825,26.7,0,1,100000
314021,DSA,Gold,75000,Tier1,TN,Owned,28,1,2,Hindi,SME,Salaried,0.3,1.9000000000000001,877153,54825,ITR,1,0,31139,70.8,59.6,369,40,1,1,7,3181762,1374740,1.5,172,12,92,2,6,7,1,0,0,0,0,0,1,41124,1,11367,0,0,52491,0.957,3,227056,105,254209,83930,0.504,1,724586,0,0,417.8,Very Poor,3.627,0.043,3.627,1.567,0.278,0.735,1.6,0,0,0
314022,Branch,Gold,75000,Tier2,MH,Owned,9,1,4,Hindi,Large-Private,Salaried,2.6,4.2,4861762,268441,ITR,1,1,277193,61.4,58.7,714,39,0,0,8,1457826,387894,1.5,15,27,21,4,4,5,0,0,0,0,0,1,0,0,1,13108,1,12099,25207,0.094,0,0,21,169780,70776,0.716,1,546800,0,0,8.9,Fair,0.3,0.906,0.3,0.08,0.615,0.726,16.3,1,1,500000
314023,DSA,Platinum,100000,Tier1,TN,Rented,33,0,0,Hindi,Self-Employed,Professional,0.4,3.6999999999999997,2344881,156251,Form16,1,0,48081,41.8,31.2,303,54,1,0,7,60021,517118,0.116,110,10,60,3,5,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,152.9,Very Poor,0.026,1.0,0.026,0.221,0.732,0.25,3.4,0,0,0
314024,Pre-approved,Classic,100000,Tier3,DL,Family-owned,94,1,1,English,Self-Employed,Salaried,4.6,6.3,3894515,240266,Bank-Statement,1,0,21018,51.5,71.4,621,37,4,4,7,440737,792578,0.556,223,27,125,0,4,6,0,0,0,0,1,1,0,0,1,7008,1,24433,31441,0.131,2,223245,13,459718,348039,0.76,1,219062,0,0,244.8,Poor,0.113,0.869,0.113,0.204,0.942,0.743,3.1,0,1,170000
314025,Branch,Signature,50000,Tier1,UP,Rented,115,1,3,Regional,Large-Private,Business-Owner,2.1,3.0,3905723,214164,ITR,1,0,37498,77.3,81.2,463,10,3,4,3,1285783,574464,1.5,189,8,98,4,5,9,0,0,0,0,0,1,1,35306,0,0,0,0,35306,0.165,3,438797,77,137117,99356,0.423,0,0,0,0,787.3,Very Poor,0.329,0.835,0.329,0.147,0.553,0.316,30.3,1,1,120000
314026,Online,Signature,75000,Tier1,TN,Owned,4,0,0,Hindi,Large-Private,Salaried,3.5,3.9,2448905,135479,Form16,1,1,127780,58.9,6.9,706,18,5,0,5,833330,411101,1.5,114,28,71,3,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,373094,0,0,0,0.0,1,845253,0,0,82.4,Fair,0.34,1.0,0.34,0.168,0.852,0.445,1.8,0,1,170000
314027,DSA,Classic,100000,Tier1,WB,Owned,28,1,3,English,Govt,Business-Owner,1.3,3.5999999999999996,4622986,289950,Form16,1,0,1750,50.0,25.9,396,54,3,2,2,921312,1486716,0.62,201,22,111,3,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,3,222319,11,282485,199952,0.619,0,0,1,1,374.5,Very Poor,0.199,1.0,0.199,0.322,0.855,0.603,9.0,0,0,0
314028,DSA,Classic,50000,Tier3,TN,Rented,8,0,0,Hindi,PSU,Salaried,0.7,1.4,2681544,158400,Bank-Statement,1,1,164176,90.0,17.6,578,47,6,1,8,562686,333249,1.5,64,27,45,4,5,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,2,416659,0,0,0,0.0,1,449321,0,0,265.2,Poor,0.21,1.0,0.21,0.124,0.672,0.477,15.6,0,0,0
314029,DSA,Platinum,75000,Tier2,MH,Company-provided,69,1,2,English,Self-Employed,Salaried,2.1,8.3,3692803,237155,ITR,1,1,258323,69.8,39.7,609,14,6,0,6,2054807,1066930,1.5,150,32,91,2,2,4,0,0,0,0,1,1,0,0,1,28207,0,0,28207,0.119,2,52863,40,419167,143240,0.715,1,696764,0,0,751.3,Poor,0.556,0.881,0.556,0.289,0.844,0.437,0.6,0,0,0
314030,Online,Platinum,150000,Tier2,WB,Rented,49,0,0,Hindi,Govt,Salaried,0.3,3.0999999999999996,4124226,264755,Form16,1,1,243733,73.7,29.5,579,13,6,3,4,238466,1820547,0.131,69,15,42,0,4,7,0,0,0,0,0,0,1,62858,0,0,0,0,62858,0.237,3,225232,0,0,0,0.0,0,0,0,0,33.2,Poor,0.058,0.763,0.058,0.441,0.746,0.064,3.6,0,1,10000
314031,DSA,Classic,150000,Tier2,WB,Owned,55,1,1,Hindi,Gig,Business-Owner,0.7,5.1000000000000005,2970138,171146,ITR,1,0,42147,94.3,49.4,643,48,2,3,3,840252,375945,1.5,98,29,63,1,5,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0.0,1,403149,16,301228,158738,0.582,0,0,1,0,458.1,Poor,0.283,1.0,0.283,0.127,0.537,0.695,13.9,0,0,0
314032,Pre-approved,Gold,100000,Tier2,TN,Owned,9,1,3,Hindi,Self-Employed,Business-Owner,4.2,5.7,1186432,69305,ITR,1,1,75563,90.4,81.1,427,46,0,2,0,2915880,1302291,1.5,23,4,13,1,3,3,1,0,0,0,0,1,0,0,1,14292,0,0,14292,0.206,4,425879,8,226652,145885,0.661,1,915080,0,1,559.5,Very Poor,2.458,0.794,2.458,1.098,0.114,0.794,11.5,1,0,0
314033,Online,Gold,200000,Tier1,KA,Rented,36,0,0,Regional,Large-Private,Salaried,0.4,2.3,4530861,248896,ITR,1,1,242700,64.2,91.6,323,16,7,1,4,4102937,300093,1.5,177,16,96,1,1,1,1,0,1,0,0,1,1,39967,1,26856,0,0,66823,0.268,0,0,0,0,0,0.0,0,0,0,0,241.1,Very Poor,0.906,0.732,0.906,0.066,0.355,0.275,4.4,0,0,0
314034,Branch,Platinum,150000,Tier3,DL,Owned,114,1,2,English,Large-Private,Salaried,0.2,1.0,4188033,263255,ITR,1,1,254107,92.6,81.2,635,52,1,1,6,3343805,1869461,1.5,111,35,73,4,7,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,3,300822,75,414487,236900,0.756,0,0,1,0,989.0,Poor,0.798,1.0,0.798,0.446,0.785,0.891,2.8,0,1,190000
314035,Pre-approved,Gold,100000,Tier1,MH,Company-provided,105,1,4,Hindi,Self-Employed,Business-Owner,0.0,1.5,4515807,257186,ITR,1,0,31648,97.1,61.7,328,7,5,0,1,1480055,1951847,0.758,77,7,42,1,4,6,0,0,0,0,0,1,1,78930,0,0,0,0,78930,0.307,4,225140,78,205406,83690,0.674,0,0,0,1,465.9,Very Poor,0.328,0.693,0.328,0.432,0.615,0.727,12.6,0,0,0
314036,Pre-approved,Gold,100000,Tier3,GJ,Owned,103,1,4,English,Self-Employed,Salaried,1.6,6.800000000000001,1260051,81152,Bank-Statement,1,1,81546,83.0,32.3,689,54,7,1,5,488979,1431326,0.342,30,28,29,4,8,10,1,0,0,0,1,0,1,60496,0,0,0,0,60496,0.745,1,247655,19,81520,60506,0.624,0,0,0,1,785.5,Fair,0.388,0.255,0.388,1.136,0.722,0.672,21.2,0,0,0
314037,Online,Classic,50000,Tier2,DL,Owned,116,0,0,Regional,Large-Private,Professional,0.9,1.1,3864740,226732,Form16,1,1,208997,64.3,55.7,549,16,2,2,0,3703927,392894,1.5,152,3,77,3,3,5,1,0,0,0,0,1,0,0,1,19633,1,10685,30318,0.134,0,0,0,0,0,0.0,0,0,0,0,491.0,Very Poor,0.958,0.866,0.958,0.102,0.143,0.234,10.0,0,0,0
314038,DSA,Classic,200000,Tier1,GJ,Owned,3,0,0,English,Self-Employed,Salaried,1.4,4.3,3218041,205814,Form16,0,1,221902,81.5,88.5,478,59,7,0,3,4992666,1834007,1.5,116,12,64,1,5,5,0,0,0,0,0,0,1,46673,0,0,1,4409,51082,0.248,1,482866,0,0,0,0.0,0,0,0,0,379.6,Very Poor,1.551,0.752,1.551,0.57,0.743,0.336,1.8,0,0,0
314039,Pre-approved,Classic,200000,Tier2,GJ,Rented,97,1,2,English,Self-Employed,Self-Employed,2.3,4.699999999999999,2478608,140573,None,1,1,150954,84.6,32.2,498,15,5,0,6,2843933,1391706,1.5,92,35,63,4,7,9,0,0,0,0,0,1,1,54314,1,15640,1,15778,85732,0.61,2,42662,26,355720,205030,0.563,0,0,0,0,424.4,Very Poor,1.147,0.39,1.147,0.561,0.792,0.645,3.5,0,0,0
314040,Branch,Classic,50000,Tier3,Others,Family-owned,64,1,1,Hindi,Large-Private,Business-Owner,15.5,22.2,2964923,176289,CA-Certificate,1,1,159058,33.6,74.0,412,51,7,2,1,1101514,1323856,0.832,225,31,128,3,5,6,1,0,1,0,0,2,0,0,1,28156,1,6024,34180,0.194,0,0,92,431702,301378,0.423,0,0,0,0,19.3,Very Poor,0.372,0.806,0.372,0.447,0.107,0.724,24.6,0,0,0
314041,DSA,Signature,25000,Tier1,WB,Rented,5,0,0,Hindi,Large-Private,Salaried,0.9,1.9,1250581,79118,ITR,0,1,75328,83.2,54.4,434,27,5,2,9,3558766,1980554,1.5,17,17,17,3,6,6,0,0,0,0,0,0,0,0,1,10969,1,12772,23741,0.3,2,438499,0,0,0,0.0,1,932695,1,0,902.7,Very Poor,2.846,0.7,2.846,1.584,0.827,0.359,4.5,1,0,0
314042,Branch,Platinum,500000,Tier2,AP,Rented,111,1,3,Regional,PSU,Salaried,1.0,2.1,4836653,271532,Bank-Statement,1,1,268315,78.6,87.3,515,33,5,3,4,2406789,407173,1.5,112,27,69,4,4,8,1,0,1,0,0,0,0,0,1,29741,1,19881,49622,0.183,4,211344,11,242233,110825,0.331,0,0,0,0,711.6,Very Poor,0.498,0.817,0.498,0.084,0.05,0.547,23.2,0,1,25000
314043,Branch,Classic,25000,Tier2,Others,Owned,51,0,0,English,Large-Private,Self-Employed,7.5,9.7,2080243,116609,ITR,0,1,116726,74.7,34.9,387,22,5,4,7,3455528,54229,1.5,172,14,93,3,7,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,327.2,Very Poor,1.661,1.0,1.661,0.026,0.684,0.141,14.2,0,0,0
314044,Branch,Platinum,200000,Tier1,Others,Rented,26,0,0,Regional,Large-Private,Salaried,4.6,6.8999999999999995,4762555,303895,Bank-Statement,1,0,26547,52.1,65.1,588,25,2,3,4,528024,161159,1.5,99,32,65,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,57073,0,0,0,0.0,0,0,0,1,951.4,Poor,0.111,1.0,0.111,0.034,0.38,0.562,2.5,0,1,500000
314045,DSA,Platinum,100000,Tier2,RJ,Rented,21,1,1,English,Large-Private,Salaried,1.0,1.3,4776036,294163,Form16,1,1,304938,86.5,56.8,452,8,0,2,9,2780834,691007,1.5,194,18,106,0,1,1,0,0,0,0,0,0,1,53916,1,14167,0,0,68083,0.231,1,111533,25,97865,51542,0.967,0,0,0,0,198.2,Very Poor,0.582,0.769,0.582,0.145,0.721,0.885,4.3,1,1,275000
314046,Online,Classic,75000,Tier1,MH,Owned,73,0,0,Hindi,Large-Private,Salaried,6.4,6.6000000000000005,427049,25208,ITR,1,1,26302,54.4,71.1,848,16,7,4,5,3861231,745933,1.5,203,35,119,2,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,2,158057,0,0,0,0.0,1,537554,0,0,164.0,Excellent,5.0,1.0,9.042,1.747,0.246,0.551,0.6,0,0,0
314047,Online,Platinum,75000,Tier1,Others,Owned,83,0,0,Regional,Large-Private,Professional,4.4,7.2,254094,14579,None,1,0,22838,84.5,59.0,802,16,0,0,5,4510365,1535874,1.5,8,25,16,4,4,4,1,0,0,0,0,0,0,0,0,0,1,13650,13650,0.936,4,280147,0,0,0,0.0,0,0,1,0,468.3,Excellent,5.0,0.064,10.0,6.044,0.191,0.076,19.4,0,0,0
314048,DSA,Platinum,150000,Tier2,AP,Rented,51,0,0,English,PSU,Business-Owner,1.6,2.9000000000000004,4960744,292725,None,1,1,299341,63.5,79.2,440,14,1,3,2,3267942,929123,1.5,105,12,58,1,5,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,104340,1,1,932.8,Very Poor,0.659,1.0,0.659,0.187,0.1,0.422,4.2,0,1,380000
314049,DSA,Classic,100000,Tier3,GJ,Owned,7,1,2,Regional,Large-Private,Salaried,6.6,14.0,403853,23559,Form16,1,1,22016,74.1,43.5,607,50,3,0,8,4012576,1031014,1.5,125,21,73,4,4,5,0,0,0,0,0,0,1,40503,0,0,0,0,40503,1.719,2,215788,79,45859,29302,0.848,0,0,0,1,350.2,Poor,5.0,0.0,9.936,2.553,0.602,0.757,6.2,1,1,10000
314050,DSA,Platinum,200000,Tier2,MH,Rented,113,1,1,Hindi,Large-Private,Business-Owner,3.4,5.1,2625800,174259,ITR,1,0,21965,70.3,51.4,565,36,3,0,3,1193637,1605697,0.743,110,6,58,4,8,9,0,0,0,0,0,2,0,0,0,0,1,10429,10429,0.06,1,228181,69,453762,215293,0.773,0,0,0,0,875.7,Poor,0.455,0.94,0.455,0.612,0.297,0.606,7.2,0,1,10000
314051,Pre-approved,Platinum,75000,Tier2,Others,Rented,32,1,3,English,Self-Employed,Salaried,0.9,1.3,2271922,130105,None,1,1,136967,50.3,38.1,662,20,4,4,7,1479808,1949469,0.759,183,16,99,1,1,1,0,0,1,0,0,0,1,55385,0,0,0,0,55385,0.426,0,0,92,276943,83818,0.718,0,0,1,0,921.5,Fair,0.651,0.574,0.651,0.858,0.624,0.654,2.9,0,1,135000
314052,DSA,Classic,150000,Tier2,GJ,Owned,25,1,4,English,SME,Self-Employed,2.9,4.0,2710854,151765,ITR,1,0,33024,35.2,60.2,795,57,6,1,5,3588942,505361,1.5,182,23,102,4,7,9,1,0,0,0,0,0,1,39127,0,0,1,9240,48367,0.319,0,0,17,58899,26533,0.767,1,500632,0,0,373.4,Excellent,1.324,0.681,1.324,0.186,0.346,0.855,15.8,0,1,355000
314053,Online,Gold,100000,Tier2,DL,Rented,50,0,0,Regional,Large-Private,Self-Employed,0.9,3.6999999999999997,1121851,69337,Bank-Statement,1,0,8709,80.0,67.4,427,53,4,1,6,4416967,125152,1.5,68,9,38,3,3,6,0,0,0,0,0,2,0,0,0,0,1,5682,5682,0.082,0,0,0,0,0,0.0,1,40389,0,0,104.4,Very Poor,3.937,0.918,3.937,0.112,0.68,0.335,3.9,0,0,0
